Country,Year,SavingsRate,RealGDP,LaborForce,HumanCapital,PhysicalCapital
Democratic Republic of the Congo,2005,0.147973299,17646.10547,20.39245796,1.530852795,72376.07813
Democratic Republic of the Congo,2006,0.145476669,18630.97852,21.04096222,1.534402728,74542.3125
Democratic Republic of the Congo,2007,0.154782727,19796.86133,21.71475983,1.537960887,77095.07813
Democratic Republic of the Congo,2008,0.167270884,21015.37695,22.41786385,1.54152739,79837.65625
Democratic Republic of the Congo,2009,0.167638093,21597.0957,23.15461922,1.545102,82588.28906
Democratic Republic of the Congo,2010,0.157314673,23149.73438,23.92393684,1.548685074,85582.63281
Denmark,1980,0.247222498,108857.8359,2.538999557,2.796264887,354602.2813
Denmark,1981,0.213026509,107892.375,2.501451254,2.824819088,359234.375
Denmark,1982,0.22824733,111899.4766,2.511395454,2.853664637,365037.4688
Denmark,1983,0.221490473,114866.8906,2.513308048,2.882804871,371268.5938
Denmark,1984,0.253481507,119651.7578,2.55192399,2.912242651,379657.5
Denmark,1985,0.270524859,124467.0703,2.611004829,2.941981077,390440.25
Denmark,1986,0.291104913,130627.25,2.671676397,2.917276859,404448.9375
Denmark,1987,0.272674382,131005.9844,2.683666229,2.892779827,417876.2188
Denmark,1988,0.259716034,130819.0859,2.66514039,2.86848855,427861.9688
Denmark,1989,0.261030853,131568.5469,2.656722784,2.84440136,437945.5938
Denmark,1990,0.238927945,133683.5156,2.645041227,2.820516348,447029.3125
Denmark,1991,0.22652629,135421.9688,2.629349947,2.830236673,454838.25
Denmark,1992,0.230893329,138097.1719,2.600325108,2.839990616,461547.5
Denmark,1993,0.21526365,137973.4375,2.563473463,2.849778175,466788.5938
Denmark,1994,0.22688745,145597.0156,2.60723567,2.859599352,473362.4688
Denmark,1995,0.248102874,150059.8125,2.624377012,2.869454384,482113.375
Denmark,1996,0.238028958,154313.3281,2.644547224,2.870739937,491243.4063
Denmark,1997,0.246856064,159248.9688,2.680906057,2.872025967,502766.3125
Denmark,1998,0.240410715,162689.4688,2.72139883,2.873312712,515876.75
Denmark,1999,0.216923624,166855.0625,2.746182919,2.874599934,527717.625
Denmark,2000,0.228924692,172742.7969,2.761077881,2.875887632,540743.5
Denmark,2001,0.223287046,173960.3438,2.785119057,2.882031202,552497.8125
Denmark,2002,0.220113009,174770.7344,2.783830404,2.888187885,563373.1875
Denmark,2003,0.224433705,175441.5625,2.751069069,2.894357443,573253.5625
Denmark,2004,0.240083501,179470.5625,2.732365608,2.900540352,583754.125
Denmark,2005,0.250720173,183858.875,2.760433912,2.906736612,594021.3125
Denmark,2006,0.269242853,190100.3594,2.82084465,2.91082406,609110.5625
Denmark,2007,0.277893245,193110.1406,2.903536081,2.914917469,623092.9375
Denmark,2008,0.277703971,191596.4375,2.95877552,2.919016361,635629
Denmark,2009,0.232177913,180419.2031,2.894765377,2.923121214,642635.5
Denmark,2010,0.239106879,182756.7344,2.83465457,2.927231789,648653.875
Dominican Republic,1980,0.26890859,22406.18164,1.644514918,1.842897773,43703.89844
Dominican Republic,1981,0.211190253,23364.91016,1.698797941,1.862162232,46278.07813
Dominican Republic,1982,0.170050412,23762.04297,1.756028414,1.881628156,47906.06641
Dominican Republic,1983,0.170995608,24861.73828,1.81451261,1.90129745,49946.18359
Dominican Republic,1984,0.160604447,25173.22852,1.874352336,1.92117238,52247.51172
Dominican Republic,1985,0.149493173,24638.91797,1.934895515,1.941255093,54275.44141
Dominican Republic,1986,0.142999992,25506.69922,1.992975473,1.961857438,56361.35156
Dominican Republic,1987,0.161444634,28087.30664,2.04797411,1.982678413,59478.87891
Dominican Republic,1988,0.163678586,28692.85742,2.106120348,2.003720284,63061.04688
Dominican Republic,1989,0.188162312,29955.49805,2.164549351,2.02498579,67147.32813
Dominican Republic,1990,0.157913789,28456.39844,2.227599144,2.046476603,69994.46875
Dominican Republic,1991,0.138231918,28675.42773,2.287761211,2.061882257,72227.01563
Dominican Republic,1992,0.154595613,31690.14844,2.446709633,2.077403784,75425.09375
Dominican Republic,1993,0.160140306,33978.93359,2.460976362,2.093042135,79311.96875
Dominican Republic,1994,0.167443812,34761.57813,2.448283911,2.108798265,83970.78906
Dominican Republic,1995,0.154240742,36671.27344,2.449577808,2.124673128,88631.94531
Dominican Republic,1996,0.157554299,39286.4375,2.520060539,2.141994953,94114.4375
Dominican Republic,1997,0.16438815,42431.02734,2.701941013,2.159457922,100830.9688
Dominican Republic,1998,0.209211811,45405.71875,2.939563274,2.177063465,111233.6406
Dominican Republic,1999,0.193542913,48454.77734,3.027353764,2.194812298,120258.3828
Dominican Republic,2000,0.213353321,51195.72266,3.085558653,2.212706089,130425.6172
Dominican Republic,2001,0.193085968,52121.97266,3.041243792,2.230148792,140046.3594
Dominican Republic,2002,0.198060006,55138.92188,3.142608404,2.247729301,150016.5938
Dominican Republic,2003,0.148876071,54999.19922,3.127631903,2.265448093,156442.2656
Dominican Republic,2004,0.139069647,55720.74219,3.247822046,2.283306837,162525.8906
Dominican Republic,2005,0.139363617,60882.01953,3.315141439,2.301306248,170017.3594
Dominican Republic,2006,0.149903193,67378.83594,3.508798838,2.319370747,180009.7656
Dominican Republic,2007,0.152605012,73088.98438,3.591014862,2.337577105,191637.0156
Dominican Republic,2008,0.15729256,76930.3125,3.695089579,2.355926514,204416.375
Dominican Republic,2009,0.124512501,79587.45313,3.765096426,2.374419928,213905.2656
Dominican Republic,2010,0.13464506,85756.47656,3.821398973,2.393058538,225955.5781
Ecuador,1980,0.248885855,40330.66406,2.190124273,2.124364376,174497.5469
Ecuador,1981,0.21354866,41920.97266,2.281250715,2.147402048,183938.9688
Ecuador,1982,0.243659571,42418.74609,2.375818729,2.170689583,193251.875
Ecuador,1983,0.175173804,41222.12109,2.474284172,2.194229603,197749.9063
Ecuador,1984,0.173073709,42954.49609,2.576215029,2.218025208,201921.7188
Ecuador,1985,0.185671985,44819.92188,2.682012558,2.242078543,207045.9219
Ecuador,1986,0.202482969,46208.33594,2.788419008,2.263005018,212786.4844
Ecuador,1987,0.209588021,43443.52734,2.898067474,2.28412652,218917.875
Ecuador,1988,0.196562275,48013.10938,3.010824442,2.305445433,223995.8438
Ecuador,1989,0.196401015,48136.87109,3.126521826,2.326963186,228892.3281
Ecuador,1990,0.152475297,49594.67578,3.241714239,2.348681927,232937.5625
Ecuador,1991,0.198551774,52082.73047,3.392442226,2.353025675,238245.0938
Ecuador,1992,0.197523519,53939.96094,3.544432163,2.357377291,244309.1563
Ecuador,1993,0.204404533,55035.77344,3.674548626,2.361736774,250206.5469
Ecuador,1994,0.217522964,57624.55859,3.831899166,2.366104603,256794.7188
Ecuador,1995,0.210123926,58632.06641,3.951947212,2.370480537,262719.3125
Ecuador,1996,0.189410239,60040.42578,3.914489985,2.370034933,267722.5938
Ecuador,1997,0.210439458,62472.625,4.039073944,2.369589329,273032.625
Ecuador,1998,0.242679209,63794.29688,4.019365788,2.369143724,278891.8125
Ecuador,1999,0.140656948,60292.84375,3.94725132,2.368698359,280081.375
Ecuador,2000,0.181859344,62797.96094,4.104627609,2.368253231,282684.6563
Ecuador,2001,0.253822505,65784.33594,4.397166252,2.388123989,288848.5625
Ecuador,2002,0.295781255,68039.25,4.604146004,2.408161402,298000.1563
Ecuador,2003,0.241909042,70266.53125,4.648140907,2.428367138,306689.4063
Ecuador,2004,0.262454003,76466.82813,5.051733971,2.44874239,316164.4688
Ecuador,2005,0.267839581,80858.89844,5.067838192,2.469288588,327841.0625
Ecuador,2006,0.260681897,84700.90625,5.235617161,2.496197462,340029.125
Ecuador,2007,0.263655275,86426.85938,5.235723972,2.52339983,352414
Ecuador,2008,0.279195249,92685.65625,5.272098064,2.550898314,368256.9688
Ecuador,2009,0.257706791,93021.1875,5.343773365,2.572566748,383335.7813
Ecuador,2010,0.274658591,96352.65625,5.358339787,2.591408014,400066.6563
Egypt,1980,0.106185488,96999.38281,13.96346092,1.425611019,83388.4375
Egypt,1981,0.094552778,100642.7578,14.14482212,1.468279958,96387.42969
Egypt,1982,0.104685463,110613.6094,14.27006626,1.512225986,111641.3516
Egypt,1983,0.085129119,127940.1484,14.47001266,1.557487249,124766.1563
Egypt,1984,0.074628763,140989.6094,14.73314953,1.604103208,135524.875
Egypt,1985,0.072004296,150508.6875,14.97071457,1.652114391,145311.5781
Egypt,1986,0.071073882,153509.0313,15.30505753,1.680266261,154309.3281
Egypt,1987,0.072342433,165576.0781,15.76013947,1.708897829,162159.8594
Egypt,1988,0.084044911,174352.7969,16.15503311,1.730864763,170558.5
Egypt,1989,0.087518752,184492.9688,16.57245827,1.753048897,180328.5469
Egypt,1990,0.079184517,195222.6875,16.88587379,1.775517225,190308.7031
Egypt,1991,0.075376533,205650.1563,16.4856472,1.800203323,201973.2031
Egypt,1992,0.072790988,219353.4688,16.51046181,1.825232625,211910.0781
Egypt,1993,0.083397061,225724.3438,17.20534325,1.850610018,223408.0938
Egypt,1994,0.094255492,234635.9688,18.03472328,1.876340151,238397.3906
Egypt,1995,0.095373929,245329.9219,18.12792969,1.90242815,253925.6406
Egypt,1996,0.101328358,257885.0625,18.45274162,1.935256243,268961.6563
Egypt,1997,0.109134503,272045.875,18.59449577,1.968650937,289445.75
Egypt,1998,0.128388584,282993.1875,18.78735542,2.002621889,314845.9688
Egypt,1999,0.130455121,300283.7813,19.84958458,2.037178755,341255.7188
Egypt,2000,0.138649642,316449,20.19093513,2.072332382,369137.5313
Egypt,2001,0.130120903,327600.9375,20.47183228,2.099043608,395101.5938
Egypt,2002,0.137150884,338036.6875,20.77065849,2.126099348,423278.8438
Egypt,2003,0.126781777,348564.0938,21.77614784,2.153503895,448990.3438
Egypt,2004,0.128350243,362927.75,22.74995422,2.181261539,478358.2188
Egypt,2005,0.133242056,379156.9375,23.72168541,2.20937705,514086.8438
Egypt,2006,0.145176649,405105.8438,23.67898941,2.22860384,557472
Egypt,2007,0.164787069,433819.0313,24.71914101,2.247997761,615993.875
Egypt,2008,0.170257658,464864.3438,25.29613686,2.26756072,688017.5
Egypt,2009,0.153739259,486473.75,25.87531853,2.287293673,744778.625
Egypt,2010,0.15276961,511630,26.46630478,2.307198524,805820.8125
El Salvador,1980,0.095255308,1340.964111,1.386999965,1.615068078,5276.288574
El Salvador,1981,0.099198796,1230.066528,1.387038589,1.640220284,5312.454102
El Salvador,1982,0.091944754,1161.163208,1.385320067,1.665764213,5320.875
El Salvador,1983,0.081510253,1170.132813,1.382178783,1.691705823,5318.989746
El Salvador,1984,0.082649328,1197.04187,1.378029346,1.715856671,5329.759766
El Salvador,1985,0.078093961,1220.689087,1.37319994,1.735959411,5373.790527
El Salvador,1986,0.086606562,1228.435669,1.418355703,1.754354,5450.677734
El Salvador,1987,0.087912589,1261.460327,1.464071393,1.772943377,5553.262207
El Salvador,1988,0.101303913,1281.845947,1.510885954,1.791729808,5685.319824
El Salvador,1989,0.127925754,1295.300415,1.559525609,1.810715318,5850.504395
El Salvador,1990,0.102147259,1339.333252,1.610454559,1.829901934,5929.458496
El Salvador,1991,0.119022571,1387.233398,1.66410625,1.864673018,6074.372559
El Salvador,1992,0.174006343,1491.877075,1.720129967,1.90010488,6306.964355
El Salvador,1993,0.160889283,1601.821289,1.835208416,1.936209917,6601.491211
El Salvador,1994,0.174249262,1698.737305,1.950999975,1.973001003,6951.237793
El Salvador,1995,0.186407268,1807.398315,1.973016977,2.010491133,7378.149902
El Salvador,1996,0.126505673,1838.225098,2.056399822,2.050399303,7695.75
El Salvador,1997,0.130639046,1916.282349,2.075999737,2.091099501,8060.649902
El Salvador,1998,0.148713231,1988.11853,2.161862135,2.132607698,8480.970703
El Salvador,1999,0.1578179,2056.690674,2.182521105,2.174939632,8880.386719
El Salvador,2000,0.17708005,2100.964111,2.198936939,2.218111992,9305.166016
El Salvador,2001,0.227979541,2136.868164,2.275167942,2.252180576,9746.303711
El Salvador,2002,0.205931649,2186.885742,2.219602108,2.286772251,10178.5498
El Salvador,2003,0.217821255,2237.190674,2.280653954,2.321895361,10638.39746
El Salvador,2004,0.230496615,2278.592285,2.25364399,2.357557774,11040.25195
El Salvador,2005,0.256947011,2359.768555,2.283551931,2.393768072,11443.5918
El Salvador,2006,0.343726963,2452.087158,2.337090969,2.420401096,11943.41504
El Salvador,2007,0.645519555,2546.249512,2.419157028,2.447330475,12488.20898
El Salvador,2008,0.993762016,2578.672607,2.391659975,2.474559546,12960.47949
El Salvador,2009,0.172738686,2497.882324,2.364579201,2.502091408,13246.29785
El Salvador,2010,0.210128948,2531.987305,2.398478031,2.529929638,13550.04102
Fiji,1980,0.301976144,2026.29895,0.192333445,2.323356628,4796.573242
Fiji,1981,0.329358637,2157.380127,0.196951047,2.35068655,5105.73584
Fiji,1982,0.245295331,2108.224609,0.204696551,2.378338099,5326.012695
Fiji,1983,0.206336454,2048.145752,0.211808071,2.40631485,5483.475098
Fiji,1984,0.184380233,2217.459229,0.216346189,2.434620857,5579.222656
Fiji,1985,0.178981066,2130.071533,0.221767083,2.463259697,5694.171875
Fiji,1986,0.178949326,2274.807129,0.223422512,2.535466671,5761.281738
Fiji,1987,0.124224067,2127.34082,0.22642301,2.593410254,5773.472656
Fiji,1988,0.110099368,2165.572754,0.229365423,2.644351482,5761.984375
Fiji,1989,0.130070001,2452.313232,0.232733175,2.696293354,5825.647949
Fiji,1990,0.168249145,2657.127686,0.236761287,2.749255657,6075.030273
Fiji,1991,0.150022998,2586.125488,0.242353141,2.789181471,6217.461914
Fiji,1992,0.128926858,2687.167236,0.250627398,2.829687357,6269.522461
Fiji,1993,0.16350697,2733.591797,0.256397426,2.870781183,6420.612793
Fiji,1994,0.132977143,2804.880127,0.264534265,2.91247201,6488.335938
Fiji,1995,0.134206459,2947.785156,0.272215128,2.954768419,6588.193848
Fiji,1996,0.108623058,3089.278809,0.280505002,2.940530539,6608.050293
Fiji,1997,0.109423734,3237.03833,0.286816359,2.926361322,6650.291992
Fiji,1998,0.149747506,3160.099609,0.292856902,2.912260532,6841.365723
Fiji,1999,0.137694895,3200.977539,0.298487157,2.898227453,6970.921387
Fiji,2000,0.163349703,3479.833008,0.303626359,2.884262085,7225.20459
Fiji,2001,0.159490153,3419.730713,0.308151454,2.869272232,7451.035156
Fiji,2002,0.166382477,3483.574463,0.31212616,2.854360342,7666.523438
Fiji,2003,0.168138817,3594.672607,0.315899998,2.839525938,7866.476563
Fiji,2004,0.159398392,3624.839111,0.318599999,2.824768543,7990.638184
Fiji,2005,0.192418486,3821.415039,0.320368975,2.810087919,8249.947266
Fiji,2006,0.170124024,3892.206543,0.309448838,2.839256525,8471.563477
Fiji,2007,0.156897202,3857.176514,0.298974007,2.868727684,8584.716797
Fiji,2008,0.19834663,3895.748291,0.258103311,2.898504972,8834.230469
Fiji,2009,0.185152039,3845.10376,0.261500716,2.928591251,9054.017578
Fiji,2010,0.198992699,3837.41333,0.308403671,2.958989859,9347.276367
Finland,1980,0.391207129,87335.39844,2.354576826,2.607627392,323307.8125
Finland,1981,0.354759812,88458.98438,2.384678602,2.604378223,335238.2813
Finland,1982,0.357694358,91156.25,2.410615444,2.601133108,347867.625
Finland,1983,0.342468441,93912.65625,2.418720961,2.597892046,360967.9063
Finland,1984,0.329981655,96831.14063,2.433526754,2.594655037,373147.0625
Finland,1985,0.327319056,100028.875,2.438910484,2.591422081,385665
Finland,1986,0.313478291,102671.3828,2.432801247,2.592227459,397843.3438
Finland,1987,0.324569076,106254.6016,2.447277308,2.593033075,410832.875
Finland,1988,0.344329625,111802.4531,2.471822023,2.59383893,425158.5625
Finland,1989,0.37817198,117479.5234,2.495254755,2.594645023,443266.1563
Finland,1990,0.341786236,118073.0781,2.48050499,2.595451355,459208.25
Finland,1991,0.287570059,110988.7813,2.338540316,2.626214504,468479.25
Finland,1992,0.265480071,107120.8359,2.172992468,2.657342434,473432.6875
Finland,1993,0.24632287,106252.4063,2.044305801,2.688839197,474867.75
Finland,1994,0.257914573,110134.5938,2.017328501,2.720709324,476547.5938
Finland,1995,0.261149824,114498.625,2.053965807,2.752957106,481796.1563
Finland,1996,0.250740319,118585.5938,2.083778858,2.76698184,489171.0313
Finland,1997,0.247244641,125944.7578,2.154934168,2.7810781,498830.4063
Finland,1998,0.247098446,132281.0938,2.194421291,2.795246124,510827.4375
Finland,1999,0.230711803,137451.125,2.248898268,2.809486151,522773.5313
Finland,2000,0.235243037,144768.6875,2.295518875,2.823798895,535807.25
Finland,2001,0.230145007,148074.8438,2.326385498,2.836385012,548736.25
Finland,2002,0.2095543,150790.7188,2.348127127,2.849027157,560081.5625
Finland,2003,0.219395578,153825.2813,2.350392342,2.861725807,571367
Finland,2004,0.233453527,160170.375,2.362122774,2.874480963,584112.9375
Finland,2005,0.26142469,164841.0469,2.398759842,2.887292862,596592.0625
Finland,2006,0.250000358,172111.5156,2.449276447,2.894627333,609316.8125
Finland,2007,0.260319948,181294.0469,2.510764599,2.901980639,625155.375
Finland,2008,0.25891152,181826.2813,2.585007668,2.909352303,640309.8125
Finland,2009,0.233545542,166300.8281,2.527080297,2.916742802,650168.875
Finland,2010,0.228626087,171828.9688,2.53370738,2.924152136,660320.4375
France,1980,0.272332221,1103299.25,22.84542847,2.082263947,3495711.5
France,1981,0.249125987,1114098.375,22.79951286,2.11636281,3607390.5
France,1982,0.25420475,1141027.625,22.8405571,2.15102005,3710955.5
France,1983,0.231528997,1155084.125,22.84827042,2.186244965,3801645
France,1984,0.23009266,1172348,22.71536064,2.222046614,3885468.5
France,1985,0.235408574,1191224.125,22.68693352,2.258434534,3970582
France,1986,0.239093095,1218096.5,22.83836555,2.291295052,4061249.5
France,1987,0.24480693,1247189.125,23.05321693,2.324634075,4158329.25
France,1988,0.253386229,1305402.75,23.29343033,2.358458042,4272698
France,1989,0.257814497,1360068.625,23.58680534,2.392774105,4400070.5
France,1990,0.24653928,1395702.875,23.77189827,2.427589417,4531447.5
France,1991,0.237561807,1410208.125,23.7728138,2.482090473,4654663
France,1992,0.236073181,1431048.875,23.57166481,2.537815094,4766793.5
France,1993,0.213385299,1421498.5,23.27157402,2.583365679,4857576.5
France,1994,0.218096063,1453445,23.35519981,2.622272253,4949161
France,1995,0.217060745,1483200,23.56058502,2.661764622,5041731
France,1996,0.198906004,1499033.25,23.67926598,2.697575331,5131223.5
France,1997,0.185737133,1531767.875,23.82705498,2.733867645,5217085.5
France,1998,0.18856436,1583514.125,24.22529411,2.770648241,5316120.5
France,1999,0.189999297,1635642.75,24.77810478,2.807923794,5431682
France,2000,0.193743423,1695833.5,25.42055702,2.845700741,5558746.5
France,2001,0.186379671,1726964.5,25.80942535,2.858355761,5683922.5
France,2002,0.172886729,1743005.75,25.96588326,2.871067047,5793441.5
France,2003,0.17804563,1758684.25,26.03532982,2.883834839,5903631.5
France,2004,0.207641527,1803438,26.10398483,2.896659374,6018479.5
France,2005,0.226927221,1836377.625,26.29487801,2.909540892,6141876.5
France,2006,0.241802573,1881679.375,26.58250999,2.935235739,6272983
France,2007,0.262322754,1924683.5,26.95101738,2.96115756,6420218.5
France,2008,0.26062873,1923130.875,27.08593178,2.987308502,6567051.5
France,2009,0.226390511,1862609,26.73527908,3.013689995,6668038.5
France,2010,0.229462191,1893585.875,26.71988678,3.040304661,6769377.5
Gabon,1980,0.107636832,13660.2832,0.271907687,1.599646688,42646.45703
Gabon,1981,0.168607786,14356.31934,0.277001739,1.642443299,44766.62109
Gabon,1982,0.166373163,13911.62988,0.283099115,1.686384916,46423.77344
Gabon,1983,0.142157257,14691.82715,0.28873837,1.725972176,48280.00391
Gabon,1984,0.1339176,15795.02246,0.294743866,1.760663271,49816.59375
Gabon,1985,0.160624772,15426.53223,0.301989913,1.796051741,51825.625
Gabon,1986,0.176833287,15302.56543,0.309290081,1.827125549,52885.72656
Gabon,1987,0.087446801,12678.78125,0.319635451,1.858736992,51578.32422
Gabon,1988,0.181944489,14307.41504,0.327013344,1.890895367,52479.11328
Gabon,1989,0.088692598,15530.02832,0.334782213,1.923610091,51693.76953
Gabon,1990,0.067699105,16336.38379,0.343868077,1.956890821,51016.73438
Gabon,1991,0.08899413,17334.94531,0.352798849,1.991925478,50954.04688
Gabon,1992,0.063167408,16799.27148,0.362711966,2.027587414,50533.09766
Gabon,1993,0.071036212,17200.31055,0.37241891,2.063887596,50310.67969
Gabon,1994,0.077307247,18142.5293,0.382409006,2.100837946,50000.81641
Gabon,1995,0.073020533,19044.87109,0.392001182,2.138449669,49891.89844
Gabon,1996,0.076779164,19735.29883,0.40177086,2.167587042,50124.02734
Gabon,1997,0.124193102,20867.78125,0.411722928,2.197121382,51569.92969
Gabon,1998,0.170115381,21484.96484,0.421857268,2.227058172,53470.76953
Gabon,1999,0.102669016,19203.7168,0.432893723,2.257402897,53372.94922
Gabon,2000,0.082416713,18951.01953,0.443443596,2.288161039,53070.99609
Gabon,2001,0.118680529,19196.72852,0.45565635,2.319006681,53143.65234
Gabon,2002,0.156227022,19048.76367,0.467336088,2.350268126,53881.87109
Gabon,2003,0.139379472,19552.26367,0.480085164,2.381950855,53952.83984
Gabon,2004,0.153498039,19481.15625,0.492442399,2.414060593,54278.30859
Gabon,2005,0.193508819,20573.89844,0.505234778,2.446603537,55300.10547
Gabon,2006,0.199181482,20081.9043,0.521093071,2.477425337,56271.04688
Gabon,2007,0.183526188,21215.42773,0.536593735,2.508635759,57292.40625
Gabon,2008,0.181683555,21582.46484,0.553302824,2.540239096,58484.10938
Gabon,2009,0.177512556,21493.05859,0.570091486,2.568228722,59666.59766
Gabon,2010,0.198099792,22689.84766,0.5877285,2.589967251,61935.3125
Gambia,1980,0.129512027,1105.096191,0.265497178,1.138455987,1186.476563
Gambia,1981,0.082003295,1304.477783,0.273769647,1.147832394,1209.91272
Gambia,1982,0.067124873,1396.169067,0.28280735,1.157285929,1222.627808
Gambia,1983,0.083632544,1347.165405,0.292149752,1.166817427,1250.007935
Gambia,1984,0.072416753,1385.278442,0.303597629,1.176427364,1267.355591
Gambia,1985,0.063529134,1432.259155,0.317420214,1.186116457,1278.324097
Gambia,1986,0.063461587,1462.945679,0.332234591,1.203181505,1294.169434
Gambia,1987,0.116939314,1507.869629,0.349015087,1.220492125,1367.223145
Gambia,1988,0.169403493,1584.602783,0.366563618,1.238051772,1501.231445
Gambia,1989,0.161172569,1641.391724,0.383292824,1.255864143,1628.348267
Gambia,1990,0.142033637,1700.362915,0.399369121,1.273932695,1741.214355
Gambia,1991,0.158507884,1749.32019,0.41351679,1.296098232,1876.560791
Gambia,1992,0.206323162,1810.765747,0.426278621,1.31864953,2059.862793
Gambia,1993,0.17402944,1868.571777,0.437766999,1.341593146,2193.876709
Gambia,1994,0.140383884,1897.759277,0.449558556,1.364935875,2285.916992
Gambia,1995,0.146283627,1907.596802,0.463005364,1.388684869,2399.390137
Gambia,1996,0.154807419,1988.641235,0.477130651,1.395838022,2534.003418
Gambia,1997,0.120860122,1996.989014,0.492924392,1.403028011,2612.071289
Gambia,1998,0.132533386,2069.971191,0.509599149,1.410255075,2709.712646
Gambia,1999,0.123523965,2211.680664,0.526130795,1.417519331,2812.509521
Gambia,2000,0.118909344,2347.359375,0.543622851,1.424821019,2917.963135
Gambia,2001,0.172759667,2483.132813,0.561413825,1.441516638,3149.833252
Gambia,2002,0.13996999,2494.494385,0.58113873,1.458407879,3306.65918
Gambia,2003,0.293498605,2551.932373,0.60065186,1.475497007,3835.332764
Gambia,2004,0.179562092,2786.954834,0.619940341,1.492786407,4108.802246
Gambia,2005,0.173422396,2762.038818,0.639817059,1.510278463,4356.553223
Gambia,2006,0.185913891,2806.869873,0.661128819,1.530716062,4631.240723
Gambia,2007,0.179441348,2937.937256,0.682221293,1.551430225,4894.32959
Gambia,2008,0.166799381,3102.047607,0.704037011,1.57242465,5166.399414
Gambia,2009,0.162825063,3296.35791,0.727658629,1.59370327,5426.256836
Gambia,2010,0.159668162,3496.632813,0.75134486,1.61526978,5694.955566
Germany,1980,0.300246418,1677833.625,36.66931915,2.010612249,4498824.5
Germany,1981,0.266966164,1686713.5,36.62990189,2.027675867,4640449.5
Germany,1982,0.258988351,1680053.625,36.1936264,2.044884205,4762495.5
Germany,1983,0.272974849,1706471,35.67851257,2.062238693,4891043
Germany,1984,0.273942798,1754643.75,35.73559952,2.079740524,5015322.5
Germany,1985,0.270979583,1795490.75,36.00198746,2.09739089,5137223
Germany,1986,0.268756419,1836559.625,36.50078964,2.184756994,5263637.5
Germany,1987,0.264737785,1862311,36.76446152,2.275762558,5390517
Germany,1988,0.273204178,1931351.25,37.0512352,2.370558739,5528410
Germany,1989,0.279081523,2006607.375,37.59080887,2.469303846,5685423
Germany,1990,0.272573441,2112054.75,37.15182114,2.568175793,5866238.5
Germany,1991,0.277578831,2219944,38.42789459,2.607365847,6060264.5
Germany,1992,0.286333561,2262386.75,37.91227722,2.647153854,6261768.5
Germany,1993,0.275413513,2239715.5,37.47900772,2.687548876,6434533
Germany,1994,0.271869391,2295075.75,37.58394241,2.728560448,6619482.5
Germany,1995,0.261648655,2333564.25,37.80838776,2.77019763,6797353.5
Germany,1996,0.243522733,2352017.75,37.79361725,2.800190449,6966363
Germany,1997,0.235353231,2392878.75,37.73979187,2.830507994,7132299.5
Germany,1998,0.229428723,2437430.5,38.17753601,2.861153841,7306138
Germany,1999,0.224148795,2483036.75,38.72265625,2.892131329,7488102.5
Germany,2000,0.227617428,2558959.25,39.33507538,2.923444271,7670124
Germany,2001,0.207118452,2597711.5,39.38916397,2.999622822,7823411
Germany,2002,0.183843628,2597975,39.11896896,3.077786446,7938379
Germany,2003,0.184603587,2588221.25,38.78396225,3.157986641,8041107.5
Germany,2004,0.187195614,2618273.75,38.92671967,3.240276814,8137194.5
Germany,2005,0.184310555,2636200,38.8991394,3.324711323,8231497
Germany,2006,0.19293122,2733739.5,39.15672684,3.32383585,8351695.5
Germany,2007,0.204186678,2823106.5,39.8645668,3.322960377,8479776
Germany,2008,0.206550702,2853686.5,40.41988754,3.322085381,8601884
Germany,2009,0.180972248,2707377.5,40.52005768,3.321210384,8667865
Germany,2010,0.187577322,2819943.25,40.79937363,3.320335865,8757880
Ghana,1980,0.144530609,19759.42188,4.172903538,1.878473282,80299.97656
Ghana,1981,0.140613332,19068.95703,4.375668526,1.900886416,79317.0625
Ghana,1982,0.124954768,17749.04492,4.607971668,1.923566818,77864.27344
Ghana,1983,0.123299055,16938.68555,4.663698673,1.946517944,76571.78125
Ghana,1984,0.127608791,18403.4707,4.732770443,1.969743013,75711.98438
Ghana,1985,0.148805156,19338.36328,4.913383007,1.993245006,75491.29688
Ghana,1986,0.137906358,20346.40625,5.015974522,2.008134842,75185.33594
Ghana,1987,0.130008608,21321.99609,5.175830364,2.023135662,74818.11719
Ghana,1988,0.139506787,22522.0332,5.331217289,2.038248777,74936.35938
Ghana,1989,0.16471976,23667.47656,5.492751122,2.053474665,75657.8125
Ghana,1990,0.159457058,24455.32227,5.665081501,2.068814278,76487.4375
Ghana,1991,0.17668362,25747.00977,5.888315201,2.075864077,77985.22656
Ghana,1992,0.138918534,26745.8457,6.137404919,2.082937956,78137.61719
Ghana,1993,0.141059652,28043.01953,6.400869846,2.090035915,78301.89844
Ghana,1994,0.156792894,28959.80273,6.678711891,2.097157955,79181.28906
Ghana,1995,0.131640822,30124.97266,6.991977215,2.104304314,79543.79688
Ghana,1996,0.147565424,31509.5625,7.307758331,2.126005888,80463.47656
Ghana,1997,0.127800763,32832.41016,7.620678425,2.147931337,81367.13281
Ghana,1998,0.123119205,34373.48438,7.941190243,2.170082808,82019.14063
Ghana,1999,0.075498171,35895.71484,8.257282257,2.192462683,81111.60938
Ghana,2000,0.165596515,37405.32813,8.582515717,2.215073347,84888.8125
Ghana,2001,0.173578501,39103.17578,8.76495266,2.225636721,88106.40625
